Container,Value
rfsim5g-oai-du,0.0011409246164404783
rfsim5g-oai-du,0.00023104135579711798
rfsim5g-oai-du,0.0007087044211738148
rfsim5g-oai-du,0.0014331870087892135
rfsim5g-oai-du,0.0013286659158009842
rfsim5g-oai-du,0.0009788791470749043
rfsim5g-oai-du,0.0011615114926189177
rfsim5g-oai-du,0.0016424212356478953
rfsim5g-oai-du,0.00495246024528343
rfsim5g-oai-du,0.0044964124128281935
rfsim5g-oai-du,0.004431000021861268
rfsim5g-oai-du,0.004425863651269047
rfsim5g-oai-du,0.004868195700938649
rfsim5g-oai-du,0.004157997560816253
rfsim5g-oai-du,0.006033868480083627
rfsim5g-oai-du,0.0042854363525491644
rfsim5g-oai-du,0.0055757118991260025
rfsim5g-oai-du,0.005022339129643119
rfsim5g-oai-du,0.004806572878732705
rfsim5g-oai-du,0.004650678282046612
rfsim5g-oai-du,0.005587563755275196
rfsim5g-oai-du,0.004492968161028742
rfsim5g-oai-du,0.004994787401400826
rfsim5g-oai-du,0.004707869374047149
rfsim5g-oai-du,0.005151393566910416
rfsim5g-oai-du,0.0043617989547350905
rfsim5g-oai-du,0.00510575070656319
rfsim5g-oai-du,0.004728679242743708
rfsim5g-oai-du,0.004947342164738527
rfsim5g-oai-du,0.005869989012956205
rfsim5g-oai-du,0.004505375327261742
rfsim5g-oai-du,0.004247628432052626
rfsim5g-oai-du,0.006272876503487434
rfsim5g-oai-du,0.004388203718499647
rfsim5g-oai-du,0.004311736509101897
rfsim5g-oai-du,0.004505513312746976
rfsim5g-oai-du,0.004568553328736353
rfsim5g-oai-du,0.004584257824143068
rfsim5g-oai-du,0.005227286629445914
rfsim5g-oai-du,0.004913880040927994
rfsim5g-oai-du,0.004985196993910075
rfsim5g-oai-du,0.005557293223340386
rfsim5g-oai-du,0.0038322700513972277
rfsim5g-oai-du,0.004735394354943202
rfsim5g-oai-du,0.005169471209977003
rfsim5g-oai-du,0.005747143596320546
rfsim5g-oai-du,0.004366497280205194
rfsim5g-oai-du,0.005768010436936147
rfsim5g-oai-du,0.004346199666996669
rfsim5g-oai-du,0.004674452232022322
rfsim5g-oai-du,0.005451033412834131
rfsim5g-oai-du,0.005707428021780212
rfsim5g-oai-du,0.004456753400273839
rfsim5g-oai-du,0.0055177118439068955
rfsim5g-oai-du,0.00523273229119124
rfsim5g-oai-du,0.0051483117982656324
rfsim5g-oai-du,0.0036467823879938036
rfsim5g-oai-du,0.005300403685720585
rfsim5g-oai-du,0.004651204259545362
rfsim5g-oai-du,0.005670695232840427
rfsim5g-oai-du,0.005314658567859755
rfsim5g-oai-du,0.00498682218734111
rfsim5g-oai-du,0.005442060088873174
rfsim5g-oai-du,0.004921926115888846
rfsim5g-oai-du,0.005433164879505992
rfsim5g-oai-du,0.004623160978219677
rfsim5g-oai-du,0.004469422208350974
rfsim5g-oai-du,0.005663970327930981
rfsim5g-oai-du,0.003353432697980473
rfsim5g-oai-du,0.0066470280462899885
rfsim5g-oai-du,0.0038416195597912404
rfsim5g-oai-du,0.0049163734740185995
rfsim5g-oai-du,0.003974975921728775
rfsim5g-oai-du,0.004676999147274645
rfsim5g-oai-du,0.004746708008886285
rfsim5g-oai-du,0.0050872452258600214
rfsim5g-oai-du,0.005011262117550497
rfsim5g-oai-du,0.004319220053805104
rfsim5g-oai-du,0.004043531872691635
rfsim5g-oai-du,0.00441874583922301
rfsim5g-oai-du,0.003819383090705478
rfsim5g-oai-du,0.004143612362821942
rfsim5g-oai-du,0.004009650571108637
rfsim5g-oai-du,0.005127326786114223
rfsim5g-oai-du,0.004768930428151707
rfsim5g-oai-du,0.004086817996276954
rfsim5g-oai-du,0.005465523695247504
rfsim5g-oai-du,0.004713838719806219
rfsim5g-oai-du,0.004277819188439521
rfsim5g-oai-du,0.005241493535254121
rfsim5g-oai-du,0.004394251990873293
rfsim5g-oai-du,0.00603238056997137
rfsim5g-oai-du,0.004521587671516238
rfsim5g-oai-du,0.004712062423866312
rfsim5g-oai-du,0.004807205244891875
rfsim5g-oai-du,0.004521661610241574
rfsim5g-oai-du,0.005155793423683614
rfsim5g-oai-du,0.004836853454787821
rfsim5g-oai-du,0.004458912219506778
rfsim5g-oai-du,0.0036644858475894165
rfsim5g-oai-du,0.004948513932988441
rfsim5g-oai-du,0.005870673224237835
rfsim5g-oai-du,0.0050079892310766665
rfsim5g-oai-du,0.004334037591313795
rfsim5g-oai-du,0.006375294341894056
rfsim5g-oai-du,0.006949968632958789
rfsim5g-oai-du,0.005306619203673977
rfsim5g-oai-du,0.005139495229177803
rfsim5g-oai-du,0.006044550300120068
rfsim5g-oai-du,0.005766012659609297
rfsim5g-oai-du,0.005688908065044182
rfsim5g-oai-du,0.0053716442868056245
rfsim5g-oai-du,0.00521699079611389
rfsim5g-oai-du,0.005031514928525358
rfsim5g-oai-du,0.005235575153953911
rfsim5g-oai-du,0.004808263600186752
rfsim5g-oai-du,0.005898318510296104
rfsim5g-oai-du,0.004861116099947926
rfsim5g-oai-du,0.005168051831547445
rfsim5g-oai-du,0.005346935459755758
rfsim5g-oai-du,0.00531461957968707
rfsim5g-oai-du,0.004545323636601712
rfsim5g-oai-du,0.005951234903869247
rfsim5g-oai-du,0.005678459529057472
rfsim5g-oai-du,0.005311320048710302
rfsim5g-oai-du,0.0063008516993247115
rfsim5g-oai-du,0.005027893634451487
rfsim5g-oai-du,0.005667716771836586
rfsim5g-oai-du,0.004874065652416811
rfsim5g-oai-du,0.0042765033351953715
rfsim5g-oai-du,0.005850414878585746
rfsim5g-oai-du,0.005664795288009773
rfsim5g-oai-du,0.004637984171754699
rfsim5g-oai-du,0.0046249920692858935
rfsim5g-oai-du,0.005055827216618005
rfsim5g-oai-du,0.005191178822670533
rfsim5g-oai-du,0.00515436329636318
rfsim5g-oai-du,0.004407796846788764
rfsim5g-oai-du,0.005346970144441599
rfsim5g-oai-du,0.005783656435388147
rfsim5g-oai-du,0.004019747803278727
rfsim5g-oai-du,0.005754265868852443
rfsim5g-oai-du,0.006515020819672144
rfsim5g-oai-du,0.003971967967213128
rfsim5g-oai-du,0.004337338803651203
rfsim5g-oai-du,0.0038196341360782096
rfsim5g-oai-du,0.004432597915452851
rfsim5g-oai-du,0.005061617757493366
rfsim5g-oai-du,0.004711555930558303
rfsim5g-oai-du,0.004717740520150877
rfsim5g-oai-du,0.00500529982573398
rfsim5g-oai-du,0.00466431561996777
rfsim5g-oai-du,0.004119155290335874
rfsim5g-oai-du,0.004893652930716125
rfsim5g-oai-du,0.005913304664523645
rfsim5g-oai-du,0.005363614458655389
rfsim5g-oai-du,0.004856681175510161
rfsim5g-oai-du,0.0044980584163265775
rfsim5g-oai-du,0.003930585436734712
rfsim5g-oai-du,0.00665351206530611
rfsim5g-oai-du,0.004521791814181251
rfsim5g-oai-du,0.004502375641068055
rfsim5g-oai-du,0.0040945476292889495
rfsim5g-oai-du,0.005912520001323517
rfsim5g-oai-du,0.004333224629305472
rfsim5g-oai-du,0.0045499460717941965
rfsim5g-oai-du,0.0036461666721706713
rfsim5g-oai-du,0.005814127571744651
rfsim5g-oai-du,0.0037398868411512667
rfsim5g-oai-du,0.004439931271982047
rfsim5g-oai-du,0.0039297397910301336
rfsim5g-oai-du,0.004514946635023739
rfsim5g-oai-du,0.006470429789959921
rfsim5g-oai-du,0.004074937594821508
rfsim5g-oai-du,0.006214448771113576
rfsim5g-oai-du,0.004772275648157518
rfsim5g-oai-du,0.005975345333594208
rfsim5g-oai-du,0.004844050544577046
rfsim5g-oai-du,0.005010640220439605
rfsim5g-oai-du,0.00523581308289313
rfsim5g-oai-du,0.006174737089846848
rfsim5g-oai-du,0.003959967029875362
rfsim5g-oai-du,0.003581974539886852
rfsim5g-oai-du,0.003763853462732974
rfsim5g-oai-du,0.005359132896010325
rfsim5g-oai-du,0.005400546015700629
rfsim5g-oai-du,0.005617308828906352
rfsim5g-oai-du,0.0058000489084847565
rfsim5g-oai-du,0.004858386805632553
rfsim5g-oai-du,0.005094267102783033
rfsim5g-oai-du,0.0062012848652843846
rfsim5g-oai-du,0.005091848630668612
rfsim5g-oai-du,0.005301767931172847
rfsim5g-oai-du,0.00498004722952792
rfsim5g-oai-du,0.005214501069852461
rfsim5g-oai-du,0.004273681607453279
rfsim5g-oai-du,0.005002631742464313
rfsim5g-oai-du,0.005030061100828481
rfsim5g-oai-du,0.005626324673893908
rfsim5g-oai-du,0.005998982813326274
rfsim5g-oai-du,0.006306726421949638
rfsim5g-oai-du,0.005534223922665311
rfsim5g-oai-du,0.005683299473718983
rfsim5g-oai-du,0.0044682728734062975
rfsim5g-oai-du,0.0055695958875551215
rfsim5g-oai-du,0.004423958414711771
rfsim5g-oai-du,0.004746414272860945
rfsim5g-oai-du,0.0068453353595646195
rfsim5g-oai-du,0.0047333890019445385
rfsim5g-oai-du,0.0034484126079681325
rfsim5g-oai-du,0.004116651381540262
rfsim5g-oai-du,0.005249290123456798
rfsim5g-oai-du,0.005642364150695159
rfsim5g-oai-du,0.004242943116529948
rfsim5g-oai-du,0.003911775755449317
rfsim5g-oai-du,0.005005234638831609
rfsim5g-oai-du,0.004170983209564667
rfsim5g-oai-du,0.004891247217927232
rfsim5g-oai-du,0.00605808035889278
rfsim5g-oai-du,0.0037229656786950597
rfsim5g-oai-du,0.005893377034275838
rfsim5g-oai-du,0.005423927902536637
rfsim5g-oai-du,0.0051948017547049875
rfsim5g-oai-du,0.005118660741885642
rfsim5g-oai-du,0.005846617013282636
rfsim5g-oai-du,0.00450726901231022
rfsim5g-oai-du,0.004821389838000323
rfsim5g-oai-du,0.005189322165005361
rfsim5g-oai-du,0.004902766259222493
rfsim5g-oai-du,0.004936989692765106
rfsim5g-oai-du,0.004727214007267925
rfsim5g-oai-du,0.005285826362735394
rfsim5g-oai-du,0.005818346292968117
rfsim5g-oai-du,0.005393992674659283
rfsim5g-oai-du,0.0048292410765066246
rfsim5g-oai-du,0.00411624651363831
rfsim5g-oai-du,0.0055103322292594315
rfsim5g-oai-du,0.004447682004341682
rfsim5g-oai-du,0.004922902043282659
rfsim5g-oai-du,0.006915563726697012
rfsim5g-oai-du,0.0055326355276230955
rfsim5g-oai-du,0.0051019876845583316
rfsim5g-oai-du,0.00491536967120307
