Container	        CPU-usage(%)	Memory-usage(bytes)
rfsim5g-oai-du	0.0042429431165299	19427328.0
rfsim5g-oai-du	0.0039117757554493	19439616.0
rfsim5g-oai-du	0.0050052346388316	19456000.0
rfsim5g-oai-du	0.0041709832095646	19476480.0
rfsim5g-oai-du	0.0048912472179272	19484672.0
rfsim5g-oai-du	0.0060580803588927	19496960.0
rfsim5g-oai-du	0.003722965678695	19513344.0
rfsim5g-oai-du	0.0058933770342758	19529728.0
rfsim5g-oai-du	0.0054239279025366	19546112.0
rfsim5g-oai-du	0.0051948017547049	19554304.0
rfsim5g-oai-du	0.0051186607418856	19574784.0
rfsim5g-oai-du	0.0058466170132826	19587072.0
rfsim5g-oai-du	0.0045072690123102	19603456.0
rfsim5g-oai-du	0.0048213898380003	19685376.0
rfsim5g-oai-du	0.0051893221650053	19632128.0
rfsim5g-oai-du	0.0049027662592224	19644416.0
rfsim5g-oai-du	0.0049369896927651	19660800.0
rfsim5g-oai-du	0.0047272140072679	19677184.0
rfsim5g-oai-du	0.0052858263627353	19685376.0
rfsim5g-oai-du	0.0058183462929681	19701760.0
rfsim5g-oai-du	0.0053939926746592	19714048.0
rfsim5g-oai-du	0.0048292410765066	19730432.0
rfsim5g-oai-du	0.0041162465136383	19742720.0
rfsim5g-oai-du	0.0055103322292594	19759104.0
rfsim5g-oai-du	0.0044476820043416	19771392.0
rfsim5g-oai-du	0.0049229020432826	19787776.0
rfsim5g-oai-du	0.006915563726697	19800064.0
rfsim5g-oai-du	0.005532635527623	19820544.0
rfsim5g-oai-du	0.0051019876845583	19832832.0
rfsim5g-oai-du	0.004915369671203	19845120.0
rfsim5g-oai-du	0.0062474636890871	19857408.0
rfsim5g-oai-du	0.0049838737071806	19873792.0
rfsim5g-oai-du	0.0051439776100742	19886080.0
rfsim5g-oai-du	0.00471491460005	19902464.0
rfsim5g-oai-du	0.0052097179096674	19914752.0
rfsim5g-oai-du	0.0052036609700767	19931136.0
rfsim5g-oai-du	0.0045290080587663	19947520.0
rfsim5g-oai-du	0.0055515473263475	19959808.0
rfsim5g-oai-du	0.0045911165820459	19972096.0
rfsim5g-oai-du	0.0046039756009884	19988480.0
rfsim5g-oai-du	0.0075372494270949	20004864.0
rfsim5g-oai-du	0.0048144721410918	20017152.0
rfsim5g-oai-du	0.0062899416760278	20033536.0
rfsim5g-oai-du	0.0058409697947992	20045824.0
rfsim5g-oai-du	0.005444543693614	20066304.0
rfsim5g-oai-du	0.0055760021448788	20074496.0
rfsim5g-oai-du	0.0045545361312577	20090880.0
rfsim5g-oai-du	0.0060710193456742	20103168.0
rfsim5g-oai-du	0.0047291782823386	20119552.0
rfsim5g-oai-du	0.0055062984149173	20131840.0
rfsim5g-oai-du	0.0048244195846767	20148224.0
rfsim5g-oai-du	0.0050781493030894	20193280.0
rfsim5g-oai-du	0.0048838635697797	20226048.0
rfsim5g-oai-du	0.0057259945623223	20189184.0
rfsim5g-oai-du	0.0047071973987926	20209664.0
rfsim5g-oai-du	0.0044743111015878	20217856.0
rfsim5g-oai-du	0.0054789097573078	20238336.0
rfsim5g-oai-du	0.0037217975911223	20250624.0
rfsim5g-oai-du	0.0055882037847347	20262912.0
rfsim5g-oai-du	0.0055175644163676	20275200.0
rfsim5g-oai-du	0.0041611237701129	20291584.0
rfsim5g-oai-du	0.0046888314146727	20303872.0
rfsim5g-oai-du	0.0046536949439809	20320256.0
rfsim5g-oai-du	0.0050862124293024	20332544.0
rfsim5g-oai-du	0.0065275693733728	20348928.0
rfsim5g-oai-du	0.0043267555660292	20365312.0
rfsim5g-oai-du	0.0050731336295897	20377600.0
rfsim5g-oai-du	0.0060964118035529	20389888.0
rfsim5g-oai-du	0.0044666909327052	20406272.0
rfsim5g-oai-du	0.0046883703084068	20426752.0
rfsim5g-oai-du	0.0045439330574328	20439040.0
rfsim5g-oai-du	0.0045402781001934	20459520.0
rfsim5g-oai-du	0.005210947879839	20467712.0
rfsim5g-oai-du	0.006068435238921	20484096.0
rfsim5g-oai-du	0.0043315005670068	20496384.0
rfsim5g-oai-du	0.0048444558577689	20512768.0
rfsim5g-oai-du	0.0055352577373152	20525056.0
rfsim5g-oai-du	0.0039816397686711	20541440.0
rfsim5g-oai-du	0.0045963214205033	20557824.0
rfsim5g-oai-du	0.0036753243790835	20570112.0
rfsim5g-oai-du	0.005717522503244	20582400.0
rfsim5g-oai-du	0.0043789305893869	20598784.0
rfsim5g-oai-du	0.0037423575249846	20611072.0
rfsim5g-oai-du	0.003620949547417	20627456.0
rfsim5g-oai-du	0.0044849442435399	20639744.0
rfsim5g-oai-du	0.0052833758739343	20656128.0
rfsim5g-oai-du	0.0045668837530409	20668416.0
rfsim5g-oai-du	0.0035790910095384	20688896.0
rfsim5g-oai-du	0.0044071853338444	20697088.0
rfsim5g-oai-du	0.0056502466683202	20717568.0
rfsim5g-oai-du	0.0045969715651565	20725760.0
rfsim5g-oai-du	0.0051447520509894	20742144.0
rfsim5g-oai-du	0.0035252419844534	20754432.0
rfsim5g-oai-du	0.0048336487586399	20770816.0
rfsim5g-oai-du	0.0040858466010636	20787200.0
rfsim5g-oai-du	0.003579396866103	20799488.0
rfsim5g-oai-du	0.0040556130658726	20815872.0
rfsim5g-oai-du	0.0043528074239888	20828160.0
rfsim5g-oai-du	0.0047574220546366	20840448.0
rfsim5g-oai-du	0.0051458814444697	20856832.0
rfsim5g-oai-du	0.0048476510788098	20873216.0
rfsim5g-oai-du	0.0050377979105154	20885504.0
rfsim5g-oai-du	0.0039814441290029	20901888.0
rfsim5g-oai-du	0.0050485831060253	20914176.0
rfsim5g-oai-du	0.0045896182334286	20930560.0
rfsim5g-oai-du	0.0048442463797041	20946944.0
rfsim5g-oai-du	0.0051183726964273	20959232.0
rfsim5g-oai-du	0.0047431485029396	20971520.0
rfsim5g-oai-du	0.0045887170226772	20992000.0
rfsim5g-oai-du	0.004517201280276	21000192.0
rfsim5g-oai-du	0.0042999492202574	21020672.0
rfsim5g-oai-du	0.0036988292633657	21028864.0
rfsim5g-oai-du	0.0059880418593168	21049344.0
rfsim5g-oai-du	0.0047939341697714	21057536.0
rfsim5g-oai-du	0.0050968928491269	21073920.0
rfsim5g-oai-du	0.0051202252179067	21086208.0
rfsim5g-oai-du	0.0060629667157002	21106688.0
rfsim5g-oai-du	0.0043522905130963	21114880.0
rfsim5g-oai-du	0.0047286715041604	21131264.0
rfsim5g-oai-du	0.0049744948421029	21143552.0
rfsim5g-oai-du	0.0052627644974154	21159936.0
rfsim5g-oai-du	0.0070441213065167	21172224.0
rfsim5g-oai-du	0.0046318784451818	21188608.0
rfsim5g-oai-du	0.0051539994948608	21200896.0
rfsim5g-oai-du	0.0042909217912676	21217280.0
rfsim5g-oai-du	0.0055468808091013	21229568.0
rfsim5g-oai-du	0.0048428701792146	21245952.0
rfsim5g-oai-du	0.0035986262036064	21278720.0
rfsim5g-oai-du	0.0040522288602941	21286912.0
rfsim5g-oai-du	0.0043505778186274	21286912.0
rfsim5g-oai-du	0.0040762762605041	21303296.0
rfsim5g-oai-du	0.0038568283701143	21315584.0
rfsim5g-oai-du	0.004649929650802	21331968.0
rfsim5g-oai-du	0.004828603651511	21344256.0
rfsim5g-oai-du	0.0060413162501107	21360640.0
rfsim5g-oai-du	0.0045892252383153	21377024.0
rfsim5g-oai-du	0.0050207236201924	21389312.0
rfsim5g-oai-du	0.0058049903573079	21409792.0
rfsim5g-oai-du	0.0036987324483191	21417984.0
rfsim5g-oai-du	0.0039770128633216	21434368.0
rfsim5g-oai-du	0.0039745870067006	21446656.0
rfsim5g-oai-du	0.0056487609752818	21463040.0
rfsim5g-oai-du	0.0051726229971091	21483520.0
rfsim5g-oai-du	0.003473956689783	21495808.0
rfsim5g-oai-du	0.0047881046424312	21508096.0
rfsim5g-oai-du	0.0041308896594372	21524480.0
rfsim5g-oai-du	0.0063610237201289	21536768.0
rfsim5g-oai-du	0.0038938718927958	21553152.0
rfsim5g-oai-du	0.0040945080900297	21569536.0
rfsim5g-oai-du	0.0053827301590888	21581824.0
rfsim5g-oai-du	0.0051575151179607	21594112.0
rfsim5g-oai-du	0.0065485854081836	21610496.0
rfsim5g-oai-du	0.0059625116925884	21622784.0
rfsim5g-oai-du	0.0041071286518478	21639168.0
rfsim5g-oai-du	0.0044417467458781	21651456.0
rfsim5g-oai-du	0.0040074812406203	21667840.0
rfsim5g-oai-du	0.0050357373686843	21680128.0
rfsim5g-oai-du	0.0048345936228984	21696512.0
rfsim5g-oai-du	0.0042863690758422	21708800.0
rfsim5g-oai-du	0.003739492164727	21729280.0
rfsim5g-oai-du	0.0052445283713591	21737472.0
rfsim5g-oai-du	0.0050081780086352	21753856.0
rfsim5g-oai-du	0.003751127030048	21766144.0
rfsim5g-oai-du	0.0038164871488619	21782528.0
rfsim5g-oai-du	0.004790777499598	21794816.0
rfsim5g-oai-du	0.0042287214782828	21811200.0
rfsim5g-oai-du	0.0041983267335829	21823488.0
rfsim5g-oai-du	0.0036880196177726	21839872.0
rfsim5g-oai-du	0.0048602413360342	21852160.0
rfsim5g-oai-du	0.0034276590118455	21868544.0
rfsim5g-oai-du	0.0043440426923246	21884928.0
rfsim5g-oai-du	0.0041054876283379	21897216.0
rfsim5g-oai-du	0.0042585453998797	21909504.0
rfsim5g-oai-du	0.0039043745350883	21925888.0
rfsim5g-oai-du	0.0055078426092959	21938176.0
rfsim5g-oai-du	0.0063245596708721	21958656.0
rfsim5g-oai-du	0.0038480457487657	21970944.0
rfsim5g-oai-du	0.0050695559626989	21983232.0
rfsim5g-oai-du	0.0037399650685683	21999616.0
rfsim5g-oai-du	0.0037833932635102	22011904.0
rfsim5g-oai-du	0.0060793674304974	22032384.0
rfsim5g-oai-du	0.0047621280792634	22040576.0
rfsim5g-oai-du	0.0047638460877236	22056960.0
rfsim5g-oai-du	0.0037942173403502	22069248.0
rfsim5g-oai-du	0.0060878109410931	22085632.0
rfsim5g-oai-du	0.0038522702326198	22102016.0
rfsim5g-oai-du	0.0055028676808774	22114304.0
rfsim5g-oai-du	0.0041512606085832	22126592.0
rfsim5g-oai-du	0.0050316481258352	22142976.0
rfsim5g-oai-du	0.0057645838937936	22155264.0
rfsim5g-oai-du	0.0057811918636492	22171648.0
rfsim5g-oai-du	0.0048229451945283	22183936.0
rfsim5g-oai-du	0.0058897620580919	22200320.0
rfsim5g-oai-du	0.0053615912906377	22216704.0
rfsim5g-oai-du	0.0054728087582164	22233088.0
rfsim5g-oai-du	0.005337039718172	22245376.0
rfsim5g-oai-du	0.0052426602729373	22257664.0
rfsim5g-oai-du	0.0053011763202346	22269952.0
rfsim5g-oai-du	0.0055861626733641	22286336.0
rfsim5g-oai-du	0.0058419234030401	22302720.0
rfsim5g-oai-du	0.0065210622528775	22315008.0
rfsim5g-oai-du	0.0044886547315701	22327296.0
rfsim5g-oai-du	0.0051323072884632	22343680.0
rfsim5g-oai-du	0.0053270433272515	22360064.0
rfsim5g-oai-du	0.0050183939460552	22376448.0
rfsim5g-oai-du	0.0039423094678067	22384640.0
rfsim5g-oai-du	0.0053477675584181	22405120.0
rfsim5g-oai-du	0.0054313590542766	22417408.0
rfsim5g-oai-du	0.0044750179883342	22433792.0
rfsim5g-oai-du	0.004824121354468	22446080.0
rfsim5g-oai-du	0.0042075978004363	22458368.0
rfsim5g-oai-du	0.0038276968287145	22474752.0
rfsim5g-oai-du	0.0049618821162879	22487040.0
rfsim5g-oai-du	0.0057882516350886	22503424.0
rfsim5g-oai-du	0.0045574974715123	22577152.0
rfsim5g-oai-du	0.0055848048595292	22536192.0
rfsim5g-oai-du	0.0054335395283397	22548480.0
rfsim5g-oai-du	0.0059156737237035	22564864.0
rfsim5g-oai-du	0.0041611061458751	22577152.0
rfsim5g-oai-du	0.0048619158374699	22593536.0
rfsim5g-oai-du	0.004245616540509	22605824.0
rfsim5g-oai-du	0.0039263448484984	22626304.0
rfsim5g-oai-du	0.0053954786505245	22634496.0
rfsim5g-oai-du	0.0048317151911446	22650880.0
rfsim5g-oai-du	0.005641450065835	22667264.0
rfsim5g-oai-du	0.0044023937601822	22683648.0
rfsim5g-oai-du	0.0045760924144704	22691840.0
rfsim5g-oai-du	0.005290252594852	22708224.0
rfsim5g-oai-du	0.0051283325579864	22720512.0
rfsim5g-oai-du	0.0047738290360096	22740992.0
rfsim5g-oai-du	0.0045162480524895	22753280.0
rfsim5g-oai-du	0.0043875728355074	22765568.0
rfsim5g-oai-du	0.0062305562680557	22810624.0
rfsim5g-oai-du	0.0052837360150572	22798336.0
rfsim5g-oai-du	0.004854377768537	22806528.0
rfsim5g-oai-du	0.0067643235905832	22822912.0
rfsim5g-oai-du	0.0052384651296573	22835200.0
rfsim5g-oai-du	0.005625655146473	22851584.0
rfsim5g-oai-du	0.0047824510133641	22863872.0
rfsim5g-oai-du	0.0044328065383495	22884352.0
rfsim5g-oai-du	0.0052321570503483	22896640.0
rfsim5g-oai-du	0.0055595343610657	22908928.0
rfsim5g-oai-du	0.0047911205270117	22925312.0
rfsim5g-oai-du	0.0047811186386476	22937600.0
rfsim5g-oai-du	0.0050180002055732	22953984.0
rfsim5g-oai-du	0.0047158251713109	22966272.0
rfsim5g-oai-du	0.0044839814527182	22982656.0
rfsim5g-oai-du	0.0059091317070971	22994944.0
rfsim5g-oai-du	0.0044929605239427	23015424.0
rfsim5g-oai-du	0.005457432726125	23023616.0
rfsim5g-oai-du	0.0050418597483992	23040000.0
rfsim5g-oai-du	0.0046896866145578	23052288.0
rfsim5g-oai-du	0.0055914599413777	23068672.0
rfsim5g-oai-du	0.0045377048674334	23080960.0
rfsim5g-oai-du	0.0052789604743083	23097344.0
rfsim5g-oai-du	0.0046978410390531	23109632.0
rfsim5g-oai-du	0.0057229698346556	23126016.0
rfsim5g-oai-du	0.004662869852387	23138304.0
rfsim5g-oai-du	0.005132643290926	23154688.0
rfsim5g-oai-du	0.0058475861268062	23171072.0
rfsim5g-oai-du	0.0045142110235165	23183360.0
rfsim5g-oai-du	0.0049938699555574	23195648.0
rfsim5g-oai-du	0.0046814234316726	23212032.0
rfsim5g-oai-du	0.005964660161744	23224320.0
rfsim5g-oai-du	0.0066414180951125	23240704.0
rfsim5g-oai-du	0.0056735441939169	23252992.0
rfsim5g-oai-du	0.005921475364803	23269376.0
rfsim5g-oai-du	0.0050298477022911	23281664.0
rfsim5g-oai-du	0.0054619366309099	23298048.0
rfsim5g-oai-du	0.0062248970335053	23310336.0
rfsim5g-oai-du	0.0067001470445415	23326720.0
rfsim5g-oai-du	0.004382688520455	23343104.0
rfsim5g-oai-du	0.0060554481975784	23400448.0
rfsim5g-oai-du	0.005873241790497	23367680.0
rfsim5g-oai-du	0.004652601357549	23384064.0
rfsim5g-oai-du	0.0049367975041152	23400448.0
rfsim5g-oai-du	0.0050056071762245	23412736.0
rfsim5g-oai-du	0.0043714458335186	23429120.0
rfsim5g-oai-du	0.005501175712951	23441408.0
rfsim5g-oai-du	0.0044620956780595	23457792.0
rfsim5g-oai-du	0.0040803142447629	23470080.0
rfsim5g-oai-du	0.0043759052260198	23486464.0
rfsim5g-oai-du	0.0057389737155459	23498752.0
rfsim5g-oai-du	0.005246719588265	23515136.0
rfsim5g-oai-du	0.0044557446273886	23531520.0
rfsim5g-oai-du	0.004679835129714	23543808.0
rfsim5g-oai-du	0.003970728999978	23556096.0
rfsim5g-oai-du	0.0043829334404199	23572480.0
rfsim5g-oai-du	0.0058139822854686	23584768.0
rfsim5g-oai-du	0.003875003506708	23605248.0
rfsim5g-oai-du	0.0060235821361507	23617536.0
rfsim5g-oai-du	0.0056498086126516	23629824.0
rfsim5g-oai-du	0.0051549617313684	23642112.0
rfsim5g-oai-du	0.0053261252789501	23658496.0
rfsim5g-oai-du	0.0051974111447447	23670784.0
rfsim5g-oai-du	0.0048123266478256	23687168.0
rfsim5g-oai-du	0.0040785107120066	23699456.0
rfsim5g-oai-du	0.0043654779150332	23719936.0
rfsim5g-oai-du	0.0057760231789588	23728128.0
rfsim5g-oai-du	0.0053642108126564	23744512.0
rfsim5g-oai-du	0.0053242485089916	23756800.0
rfsim5g-oai-du	0.0040577539267015	23773184.0
rfsim5g-oai-du	0.0048358361711815	23785472.0
